,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
256,37, Local-gov,97136, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
257,46, Private,114797, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,36, United-States
258,53, Private,155963, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
259,27, Private,213921, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, Mexico
260,67, Self-emp-inc,81413, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
261,49, Private,323773, 11th,7, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female,0,0,40, United-States
262,26, Private,157249, 11th,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
263,22, Private,187592, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States
264,28, ?,192257, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,5, United-States
265,65, Private,109351, 9th,5, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,24, United-States
266,19, Private,151801, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,39, United-States
267,23, ?,280134, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States
268,62, Private,190491, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States
269,32, Federal-gov,42900, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States
270,36, Private,161141, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
271,22, Private,267412, Preschool,1, Never-married, Other-service, Own-child, Black, Female,594,0,20, Jamaica
272,53, Local-gov,192982, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States
273,50, Private,157043, 11th,7, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States
274,25, Local-gov,191921, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States
275,41, Private,208470, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
276,39, Local-gov,67187, HS-grad,9, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States
277,18, Private,279593, 11th,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,2, United-States
278,40, Local-gov,36296, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
279,32, Private,56150, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
280,40, Private,29841, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
281,46, Private,226032, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,16, United-States
282,56, Private,247337, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
283,48, Self-emp-not-inc,218835, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England
284,36, Private,127306, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
285,22, Private,95647, 11th,7, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines
286,34, Private,236861, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
287,44, Private,159911, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,55, United-States
288,47, Private,241832, 9th,5, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador
289,45, Local-gov,206459, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States
290,90, Federal-gov,195433, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States
291,52, Self-emp-not-inc,189216, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States
292,26, Private,162312, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Philippines
293,47, Private,151826, 10th,6, Divorced, Tech-support, Unmarried, Black, Female,0,0,38, United-States
294,35, Private,73715, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
295,33, Private,424719, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
296,55, Self-emp-not-inc,168625, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,12, United-States
297,34, Local-gov,174215, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,35, United-States
298,41, Private,230961, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
299,34, Private,61272, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
300,53, Private,346754, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
301,46, State-gov,87018, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
302,59, ?,259673, Some-college,10, Married-civ-spouse, ?, Husband, Other, Male,0,0,40, Puerto-Rico
303,50, Private,187465, 11th,7, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States
304,28, Private,181659, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States
305,59, Private,47534, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States
306,52, Private,152373, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
307,46, Private,106092, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
308,59, Private,38573, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
309,37, Private,188571, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
310,38, Private,207202, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States
311,41, State-gov,116520, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
312,35, Private,73471, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
313,44, Private,83508, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,2354,0,99, United-States
314,36, Self-emp-not-inc,48093, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,92, United-States
315,56, Local-gov,183169, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
316,31, Local-gov,158291, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,8614,0,40, United-States
317,50, Private,197322, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
318,41, Local-gov,158688, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States
319,56, Private,76142, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
320,20, Private,275385, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States
321,41, Private,63105, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, United-States
322,20, Private,108887, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States
323,34, Private,143582, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Japan
324,25, Private,112847, HS-grad,9, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, United-States
325,21, Private,48301, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
326,50, Self-emp-inc,140516, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
327,33, Private,170769, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
328,45, Private,295046, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
329,17, Private,33611, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
330,23, ?,170456, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,5, United-States
331,25, Private,330850, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States
332,33, Private,183778, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
333,28, Private,124685, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,55, United-States
334,37, Private,152307, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
335,34, Private,117963, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States
336,55, Private,353881, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
337,41, Local-gov,190786, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States
338,49, Self-emp-not-inc,199590, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico
339,40, Private,141657, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
340,20, Private,691830, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States
341,36, Private,232874, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
342,58, Self-emp-not-inc,216824, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,30, United-States
343,35, Self-emp-not-inc,114366, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
344,39, Private,99452, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
345,53, Private,30244, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States
346,30, Private,345122, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
347,38, Private,243872, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States
348,47, Self-emp-not-inc,112200, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,10520,0,45, United-States
349,30, Self-emp-inc,68330, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
350,38, Private,130813, HS-grad,9, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States
351,48, Private,120131, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, United-States
352,61, Self-emp-not-inc,196773, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
353,60, Private,188650, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?
354,29, Private,358124, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,52, United-States
355,36, Private,76878, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,40, United-States
356,18, Private,240767, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States
357,28, Self-emp-not-inc,119793, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States
358,27, Private,147951, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,1, United-States
359,28, Private,199903, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States
360,33, Private,637222, 12th,8, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States
361,61, Private,200427, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
362,56, Private,205735, 1st-4th,2, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States
363,45, Private,102318, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
364,18, Private,378707, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
365,66, Local-gov,362165, Bachelors,13, Widowed, Prof-specialty, Not-in-family, Black, Female,0,2206,25, United-States
366,28, Local-gov,229656, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,40, United-States
367,37, Self-emp-not-inc,258037, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Cuba
368,42, Private,117319, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,40, United-States
369,21, ?,220115, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States
370,19, Private,439779, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States
371,19, State-gov,60412, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States
372,30, Local-gov,325658, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
373,53, Federal-gov,117847, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
374,28, Private,66414, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
375,32, State-gov,71151, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States
376,50, Private,313546, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States
377,29, Private,327766, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, United-States
378,75, ?,125784, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States
379,51, State-gov,68898, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,0,2444,39, United-States
380,37, Private,268598, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States
381,44, Private,178385, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, India
382,42, Private,29962, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
383,37, Self-emp-not-inc,29814, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,85, United-States
384,25, Private,195481, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States
385,41, Private,163287, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,43, United-States
386,18, ?,437851, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
387,35, Private,475324, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
388,29, Private,157941, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States
